time,open,high,low,close
2023-04-27T08:15:00Z,19094.6,19129.6,18899.6,18914.6
2023-04-27T09:15:00Z,18914.6,18927.1,18787.1,18809.6
2023-04-27T10:15:00Z,18809.6,18877.1,18702.1,18709.6
2023-04-27T11:15:00Z,18709.6,18822.1,18704.6,18792.1
2023-04-27T12:15:00Z,18792.1,18929.6,18792.1,18862.1
2023-04-27T13:15:00Z,18862.1,19067.1,18829.6,18932.1
2023-04-27T14:15:00Z,18932.1,18949.6,18737.1,18877.1
2023-04-27T15:15:00Z,18877.1,18969.6,18787.1,18797.1
2023-04-27T16:15:00Z,18797.1,18869.6,18754.6,18822.1
2023-04-27T17:15:00Z,18822.1,18829.6,18804.6,18827.1
2023-04-28T08:15:00Z,18827.1,18827.1,18577.3,18642.3
2023-04-28T09:15:00Z,18642.3,18689.8,18627.3,18647.3
2023-04-28T10:15:00Z,18647.3,18677.3,18597.3,18602.3
2023-04-28T11:15:00Z,18602.3,18682.3,18572.3,18619.8
2023-04-28T12:15:00Z,18619.8,18724.8,18512.3,18537.3
2023-04-28T13:15:00Z,18537.3,18552.3,18449.8,18534.8
2023-04-28T14:15:00Z,18534.8,18624.8,18512.3,18557.3
2023-04-28T15:15:00Z,18557.3,18652.3,18554.8,18622.3
2023-04-28T16:15:00Z,18622.3,18629.8,18527.3,18544.8
2023-04-28T17:15:00Z,18544.8,18559.8,18524.8,18539.8
2023-05-01T11:15:00Z,18539.8,18635.3,18377.8,18550.3
2023-05-01T12:15:00Z,18550.3,18590.3,18390.3,18532.8
2023-05-01T13:15:00Z,18532.8,18545.3,18392.8,18417.8
2023-05-01T14:15:00Z,18417.8,18462.8,18300.3,18377.8
2023-05-01T15:15:00Z,18377.8,18415.3,18342.8,18392.8
2023-05-01T16:15:00Z,18392.8,18540.3,18392.8,18470.3
2023-05-01T17:15:00Z,18470.3,18472.8,18435.3,18460.3
2023-05-02T08:15:00Z,18460.3,18513,18378,18450.5
2023-05-02T09:15:00Z,18450.5,18470.5,18338,18430.5
2023-05-02T10:15:00Z,18430.5,18468,18395.5,18438
2023-05-02T11:15:00Z,18438,18610.5,18378,18548
2023-05-02T12:15:00Z,18548,18645.5,18463,18508
2023-05-02T13:15:00Z,18508,18680.5,18375.5,18458
2023-05-02T14:15:00Z,18458,18618,18448,18558
2023-05-02T15:15:00Z,18558,18705.5,18535.5,18698
2023-05-02T16:15:00Z,18698,18698,18585.5,18588
2023-05-02T17:15:00Z,18588,18615.5,18565.5,18605.5
2023-05-03T08:15:00Z,18605.5,18668.2,18468.2,18613.2
2023-05-03T09:15:00Z,18613.2,18758.2,18610.7,18693.2
2023-05-03T10:15:00Z,18693.2,18693.2,18518.2,18518.2
2023-05-03T11:15:00Z,18518.2,18533.2,18260.7,18300.7
2023-05-03T12:15:00Z,18300.7,18315.7,18160.7,18193.2
2023-05-03T13:15:00Z,18193.2,18298.2,18160.7,18268.2
2023-05-03T14:15:00Z,18268.2,18713.2,18238.2,18638.2
2023-05-03T15:15:00Z,18638.2,18680.7,18563.2,18593.2
2023-05-03T16:15:00Z,18593.2,18605.7,18360.7,18405.7
2023-05-03T17:15:00Z,18405.7,18450.7,18380.7,18395.7
2023-05-04T08:15:00Z,18395.7,18533.8,18303.8,18308.8
2023-05-04T09:15:00Z,18308.8,18436.3,18301.3,18363.8
2023-05-04T10:15:00Z,18363.8,18411.3,18333.8,18388.8
2023-05-04T11:15:00Z,18388.8,18401.3,18216.3,18278.8
2023-05-04T12:15:00Z,18278.8,18306.3,18176.3,18243.8
2023-05-04T13:15:00Z,18243.8,18338.8,18058.8,18086.3
2023-05-04T14:15:00Z,18086.3,18388.8,18063.8,18291.3
2023-05-04T15:15:00Z,18291.3,18343.8,18248.8,18293.8
2023-05-04T16:15:00Z,18293.8,18326.3,18218.8,18268.8
2023-05-04T17:15:00Z,18268.8,18321.3,18266.3,18321.3
2023-05-05T08:15:00Z,18321.3,18417.4,18217.4,18387.4
2023-05-05T09:15:00Z,18387.4,18582.4,18362.4,18582.4
2023-05-05T10:15:00Z,18582.4,18699.9,18532.4,18664.9
2023-05-05T11:15:00Z,18664.9,18857.4,18564.9,18579.9
2023-05-05T12:15:00Z,18579.9,18689.9,18492.4,18507.4
2023-05-05T13:15:00Z,18507.4,18522.4,18302.4,18494.9
2023-05-05T14:15:00Z,18494.9,18639.9,18472.4,18614.9
2023-05-05T15:15:00Z,18614.9,18789.9,18574.9,18784.9
2023-05-05T16:15:00Z,18784.9,18809.9,18702.4,18754.9
2023-05-05T17:15:00Z,18754.9,18784.9,18722.4,18739.9
2023-05-08T11:15:00Z,18739.9,18933.1,18658.1,18665.6
2023-05-08T12:15:00Z,18665.6,18700.6,18350.6,18355.6
2023-05-08T13:15:00Z,18355.6,18485.6,18298.1,18365.6
2023-05-08T14:15:00Z,18365.6,18433.1,18293.1,18305.6
2023-05-08T15:15:00Z,18305.6,18403.1,18280.6,18328.1
2023-05-08T16:15:00Z,18328.1,18370.6,18295.6,18350.6
2023-05-08T17:15:00Z,18350.6,18388.1,18343.1,18378.1
2023-05-09T08:15:00Z,18378.1,18481.6,18316.6,18439.1
2023-05-09T09:15:00Z,18439.1,18441.6,18309.1,18316.6
2023-05-09T10:15:00Z,18316.6,18449.1,18314.1,18449.1
2023-05-09T11:15:00Z,18449.1,18479.1,18374.1,18461.6
2023-05-09T12:15:00Z,18461.6,18574.1,18384.1,18536.6
2023-05-09T13:15:00Z,18536.6,18641.6,18449.1,18529.1
2023-05-09T14:15:00Z,18529.1,18546.6,18399.1,18491.6
2023-05-09T15:15:00Z,18491.6,18619.1,18491.6,18579.1
2023-05-09T16:15:00Z,18579.1,18614.1,18544.1,18581.6
2023-05-09T17:15:00Z,18581.6,18624.1,18581.6,18609.1
2023-05-10T08:15:00Z,18609.1,18645.2,18495.2,18555.2
2023-05-10T09:15:00Z,18555.2,18570.2,18405.2,18420.2
2023-05-10T10:15:00Z,18420.2,18500.2,18392.7,18437.7
2023-05-10T11:15:00Z,18437.7,18510.2,18422.7,18507.7
2023-05-10T12:15:00Z,18507.7,18720.2,18495.2,18572.7
2023-05-10T13:15:00Z,18572.7,18600.2,18455.2,18477.7
2023-05-10T14:15:00Z,18477.7,18575.2,18455.2,18527.7
2023-05-10T15:15:00Z,18527.7,18545.2,18435.2,18502.7
2023-05-10T16:15:00Z,18502.7,18580.2,18500.2,18530.2
2023-05-10T17:15:00Z,18530.2,18532.7,18490.2,18490.2
2023-05-11T08:15:00Z,18490.2,18581.5,18464,18511.5
2023-05-11T09:15:00Z,18511.5,18551.5,18416.5,18456.5
2023-05-11T10:15:00Z,18456.5,18484,18336.5,18361.5
2023-05-11T11:15:00Z,18361.5,18364,18206.5,18211.5
2023-05-11T12:15:00Z,18211.5,18314,18196.5,18234
2023-05-11T13:15:00Z,18234,18309,18206.5,18294
2023-05-11T14:15:00Z,18294,18419,18279,18404
2023-05-11T15:15:00Z,18404,18466.5,18211.5,18211.5
2023-05-11T16:15:00Z,18211.5,18251.5,18164,18171.5
2023-05-11T17:15:00Z,18171.5,18189,18161.5,18166.5
2023-05-12T08:15:00Z,18166.5,18270.5,18166.5,18263
2023-05-12T09:15:00Z,18263,18325.5,18218,18295.5
2023-05-12T10:15:00Z,18295.5,18305.5,18238,18278
2023-05-12T11:15:00Z,18278,18388,18275.5,18380.5
2023-05-12T12:15:00Z,18380.5,18563,18303,18485.5
2023-05-12T13:15:00Z,18485.5,18488,18285.5,18325.5
2023-05-12T14:15:00Z,18325.5,18383,18205.5,18230.5
2023-05-12T15:15:00Z,18230.5,18240.5,17988,18075.5
2023-05-12T16:15:00Z,18075.5,18270.5,18065.5,18155.5
2023-05-12T17:15:00Z,18155.5,18193,18145.5,18175.5
2023-05-15T08:15:00Z,18175.5,18306.6,18131.6,18226.6
2023-05-15T09:15:00Z,18226.6,18284.1,18206.6,18216.6
2023-05-15T10:15:00Z,18216.6,18399.1,18211.6,18374.1
2023-05-15T11:15:00Z,18374.1,18489.1,18334.1,18391.6
2023-05-15T12:15:00Z,18391.6,18794.1,18391.6,18616.6
2023-05-15T13:15:00Z,18616.6,18684.1,18506.6,18571.6
2023-05-15T14:15:00Z,18571.6,18746.6,18571.6,18631.6
2023-05-15T15:15:00Z,18631.6,18851.6,18609.1,18784.1
2023-05-15T16:15:00Z,18784.1,18889.1,18769.1,18789.1
2023-05-15T17:15:00Z,18789.1,18794.1,18729.1,18739.1
2023-05-16T08:15:00Z,18739.1,18798.9,18641.4,18641.4
2023-05-16T09:15:00Z,18641.4,18728.9,18616.4,18651.4
2023-05-16T10:15:00Z,18651.4,18663.9,18531.4,18643.9
2023-05-16T11:15:00Z,18643.9,19051.4,18578.9,19043.9
2023-05-16T12:15:00Z,19043.9,19176.4,18996.4,19071.4
2023-05-16T13:15:00Z,19071.4,19213.9,18998.9,19046.4
2023-05-16T14:15:00Z,19046.4,19056.4,18581.4,18653.9
2023-05-16T15:15:00Z,18653.9,18656.4,18478.9,18616.4
2023-05-16T16:15:00Z,18616.4,18621.4,18508.9,18533.9
2023-05-16T17:15:00Z,18533.9,18556.4,18531.4,18548.9
2023-05-17T08:15:00Z,18548.9,18548.9,18419.6,18537.1
2023-05-17T09:15:00Z,18537.1,18654.6,18529.6,18577.1
2023-05-17T10:15:00Z,18577.1,18687.1,18554.6,18612.1
2023-05-17T11:15:00Z,18612.1,18647.1,18369.6,18414.6
2023-05-17T12:15:00Z,18414.6,18599.6,18272.1,18577.1
2023-05-17T13:15:00Z,18577.1,18597.1,18449.6,18519.6
2023-05-17T14:15:00Z,18519.6,18562.1,18389.6,18502.1
2023-05-17T15:15:00Z,18502.1,18522.1,18444.6,18502.1
2023-05-17T16:15:00Z,18502.1,18597.1,18497.1,18562.1
2023-05-17T17:15:00Z,18562.1,18562.1,18519.6,18549.6
2023-05-18T08:15:00Z,18549.6,18568,18415.5,18423
2023-05-18T09:15:00Z,18423,18428,18338,18360.5
2023-05-18T10:15:00Z,18360.5,18390.5,18318,18323
2023-05-18T11:15:00Z,18323,18485.5,18265.5,18428
2023-05-18T12:15:00Z,18428,18485.5,18245.5,18298
2023-05-18T13:15:00Z,18298,18475.5,18283,18423
2023-05-18T14:15:00Z,18423,18580.5,18323,18543
2023-05-18T15:15:00Z,18543,18605.5,18485.5,18540.5
2023-05-18T16:15:00Z,18540.5,18588,18498,18503
2023-05-18T17:15:00Z,18503,18535.5,18485.5,18520.5
2023-05-19T08:15:00Z,18520.5,18968.6,18520.5,18748.6
2023-05-19T09:15:00Z,18748.6,18891.1,18728.6,18811.1
2023-05-19T10:15:00Z,18811.1,18878.6,18788.6,18833.6
2023-05-19T11:15:00Z,18833.6,19083.6,18831.1,19051.1
2023-05-19T12:15:00Z,19051.1,19341.1,18956.1,19121.1
2023-05-19T13:15:00Z,19121.1,19183.6,18916.1,18961.1
2023-05-19T14:15:00Z,18961.1,19141.1,18926.1,18926.1
2023-05-19T15:15:00Z,18926.1,19093.6,18926.1,19083.6
2023-05-19T16:15:00Z,19083.6,19123.6,18993.6,19016.1
2023-05-19T17:15:00Z,19016.1,19053.6,18976.1,18976.1
2023-05-22T08:15:00Z,18976.1,19008.7,18918.7,18978.7
2023-05-22T09:15:00Z,18978.7,19126.2,18971.2,19023.7
2023-05-22T10:15:00Z,19023.7,19106.2,19006.2,19081.2
2023-05-22T11:15:00Z,19081.2,19216.2,19051.2,19168.7
2023-05-22T12:15:00Z,19168.7,19271.2,18943.7,18951.2
2023-05-22T13:15:00Z,18951.2,18961.2,18568.7,18623.7
2023-05-22T14:15:00Z,18623.7,18848.7,18556.2,18848.7
2023-05-22T15:15:00Z,18848.7,18913.7,18783.7,18878.7
2023-05-22T16:15:00Z,18878.7,18903.7,18788.7,18826.2
2023-05-22T17:15:00Z,18826.2,18828.7,18788.7,18818.7
2023-05-23T08:15:00Z,18818.7,18894.3,18711.8,18839.3
2023-05-23T09:15:00Z,18839.3,18861.8,18701.8,18751.8
2023-05-23T10:15:00Z,18751.8,18846.8,18736.8,18749.3
2023-05-23T11:15:00Z,18749.3,18749.3,18514.3,18664.3
2023-05-23T12:15:00Z,18664.3,18749.3,18466.8,18691.8
2023-05-23T13:15:00Z,18691.8,18921.8,18679.3,18814.3
2023-05-23T14:15:00Z,18814.3,18834.3,18649.3,18649.3
2023-05-23T15:15:00Z,18649.3,18709.3,18601.8,18649.3
2023-05-23T16:15:00Z,18649.3,18686.8,18609.3,18664.3
2023-05-23T17:15:00Z,18664.3,18691.8,18659.3,18669.3
2023-05-24T08:15:00Z,18669.3,18827.5,18645,18745
2023-05-24T09:15:00Z,18745,18745,18585,18610
2023-05-24T10:15:00Z,18610,18635,18555,18605
2023-05-24T11:15:00Z,18605,18825,18605,18792.5
2023-05-24T12:15:00Z,18792.5,18815,18650,18705
2023-05-24T13:15:00Z,18705,18735,18625,18690
2023-05-24T14:15:00Z,18690,18710,18600,18655
2023-05-24T15:15:00Z,18655,18742.5,18627.5,18742.5
2023-05-24T16:15:00Z,18742.5,18757.5,18622.5,18635
2023-05-24T17:15:00Z,18635,18660,18632.5,18660
2023-05-25T08:15:00Z,18660,18731,18518.5,18536
2023-05-25T09:15:00Z,18536,18551,18488.5,18521
2023-05-25T10:15:00Z,18521,18538.5,18488.5,18506
2023-05-25T11:15:00Z,18506,18516,18393.5,18426
2023-05-25T12:15:00Z,18426,18531,18313.5,18453.5
2023-05-25T13:15:00Z,18453.5,18516,18396,18473.5
2023-05-25T14:15:00Z,18473.5,18501,18388.5,18391
2023-05-25T15:15:00Z,18391,18406,18193.5,18193.5
2023-05-25T16:15:00Z,18193.5,18193.5,18048.5,18083.5
2023-05-25T17:15:00Z,18083.5,18111,18063.5,18078.5
2023-05-26T08:15:00Z,18078.5,18229.9,18078.5,18222.4
2023-05-26T09:15:00Z,18222.4,18222.4,18044.9,18124.9
2023-05-26T10:15:00Z,18124.9,18174.9,18064.9,18067.4
2023-05-26T11:15:00Z,18067.4,18169.9,18039.9,18092.4
2023-05-26T12:15:00Z,18092.4,18359.9,18092.4,18272.4
2023-05-26T13:15:00Z,18272.4,18287.4,18092.4,18174.9
2023-05-26T14:15:00Z,18174.9,18177.4,18019.9,18054.9
2023-05-26T15:15:00Z,18054.9,18067.4,17914.9,17972.4
