time,open,high,low,close
2023-01-03T00:00:00Z,103.663,103.695,103.657,103.695
2023-01-03T01:00:00Z,103.695,103.821,103.626,103.742
2023-01-03T02:00:00Z,103.741,103.758,103.542,103.554
2023-01-03T03:00:00Z,103.555,103.598,103.512,103.55
2023-01-03T04:00:00Z,103.549,103.566,103.469,103.564
2023-01-03T05:00:00Z,103.564,103.666,103.539,103.624
2023-01-03T06:00:00Z,103.622,103.718,103.574,103.696
2023-01-03T07:00:00Z,103.696,103.957,103.629,103.934
2023-01-03T08:00:00Z,103.934,104.623,103.9,104.623
2023-01-03T09:00:00Z,104.624,104.758,104.512,104.627
2023-01-03T10:00:00Z,104.626,104.81,104.568,104.785
2023-01-03T11:00:00Z,104.784,104.859,104.716,104.802
2023-01-03T12:00:00Z,104.802,104.854,104.648,104.763
2023-01-03T13:00:00Z,104.762,104.805,104.459,104.54
2023-01-03T14:00:00Z,104.54,104.595,104.146,104.298
2023-01-03T15:00:00Z,104.3,104.552,104.287,104.549
2023-01-03T16:00:00Z,104.549,104.755,104.537,104.601
2023-01-03T17:00:00Z,104.6,104.724,104.565,104.675
2023-01-03T18:00:00Z,104.675,104.691,104.542,104.564
2023-01-03T19:00:00Z,104.563,104.586,104.499,104.518
2023-01-03T20:00:00Z,104.519,104.649,104.495,104.647
2023-01-03T21:00:00Z,104.646,104.693,104.633,104.68
2023-01-03T22:00:00Z,104.68,104.692,104.657,104.673
2023-01-03T23:00:00Z,104.672,104.687,104.651,104.652
2023-01-04T00:00:00Z,104.581,104.597,104.555,104.582
2023-01-04T01:00:00Z,104.583,104.597,104.447,104.469
2023-01-04T02:00:00Z,104.47,104.543,104.449,104.515
2023-01-04T03:00:00Z,104.515,104.515,104.456,104.463
2023-01-04T04:00:00Z,104.463,104.513,104.433,104.446
2023-01-04T05:00:00Z,104.447,104.548,104.401,104.495
2023-01-04T06:00:00Z,104.495,104.573,104.435,104.467
2023-01-04T07:00:00Z,104.467,104.483,104.098,104.183
2023-01-04T08:00:00Z,104.184,104.21,103.831,104.018
2023-01-04T09:00:00Z,104.017,104.091,103.888,104.03
2023-01-04T10:00:00Z,104.031,104.066,103.934,103.958
2023-01-04T11:00:00Z,103.958,104.116,103.895,104.08
