time,open,high,low,close,Volume,Volume
670460400,1444.9000000000024,1447.5000000000025,1444.8000000000025,1447.5000000000025,0,0
670546800,1445.5000000000025,1446.7000000000025,1445.5000000000025,1445.6000000000026,0,0
670633200,1448.5000000000025,1448.5000000000025,1447.1000000000026,1447.1000000000026,0,0
670719600,1446.5000000000025,1447.2000000000025,1446.4000000000024,1446.6000000000026,0,0
670806000,1446.5000000000025,1448.0000000000025,1444.2000000000025,1447.0000000000025,0,0
671061600,1447.2000000000025,1449.4000000000024,1447.2000000000025,1448.9000000000024,0,0
671148000,1450.0000000000025,1453.2000000000025,1450.0000000000025,1452.2000000000025,0,0
671234400,1452.0000000000025,1452.0000000000025,1450.5000000000025,1451.3000000000025,0,0
671320800,1449.5000000000025,1450.4000000000024,1449.4000000000024,1449.7000000000025,0,0
671407200,1449.9000000000024,1450.0000000000025,1446.5000000000025,1447.6000000000026,0,0
671666400,1448.0000000000025,1448.5000000000025,1447.2000000000025,1448.1000000000026,0,0
671752800,1448.4000000000024,1449.3000000000025,1448.0000000000025,1448.0000000000025,0,0
671839200,1448.8000000000025,1449.3000000000025,1448.3000000000025,1448.6000000000026,0,0
671925600,1448.8000000000025,1449.3000000000025,1444.2000000000025,1445.1000000000026,0,0
672012000,1444.2000000000025,1444.7000000000025,1443.0000000000025,1444.0000000000025,0,0
672271200,1442.8000000000025,1445.0000000000025,1442.8000000000025,1444.7000000000025,0,0
672357600,1444.0000000000025,1444.1000000000026,1442.0000000000025,1443.9000000000024,0,0
672444000,1443.3000000000025,1443.3000000000025,1441.3000000000025,1443.1000000000026,0,0
672530400,1440.2000000000025,1441.1000000000026,1439.8000000000025,1440.8000000000025,0,0
672616800,1441.2000000000025,1441.5000000000025,1440.4000000000024,1440.5000000000025,0,0
672876000,1438.6000000000026,1439.3000000000025,1437.8000000000025,1439.1000000000026,0,0
672962400,1441.0000000000025,1446.0000000000025,1441.0000000000025,1442.5000000000025,0,0
673048800,1443.2000000000025,1443.6000000000026,1442.4000000000024,1442.5000000000025,0,0
673135200,1441.0000000000025,1441.8000000000025,1440.3000000000025,1441.5000000000025,0,0
673221600,1443.2000000000025,1443.3000000000025,1439.7000000000025,1440.3000000000025,0,0
673480800,1440.1000000000026,1442.0000000000025,1440.0000000000025,1441.6000000000026,0,0
673567200,1442.0000000000025,1443.5000000000025,1442.0000000000025,1442.8000000000025,0,0
673653600,1442.2000000000025,1443.8000000000025,1442.2000000000025,1443.2000000000025,0,0
673740000,1443.3000000000025,1444.1000000000026,1442.5000000000025,1444.0000000000025,0,0
673826400,1442.6000000000026,1443.3000000000025,1442.5000000000025,1443.0000000000025,0,0
674085600,1443.1000000000026,1445.5000000000025,1443.0000000000025,1444.5000000000025,0,0
674172000,1444.7000000000025,1446.3000000000025,1443.0000000000025,1445.9000000000024,0,0
674258400,1447.2000000000025,1447.9000000000024,1445.1000000000026,1445.4000000000024,0,0
674344800,1445.0000000000025,1445.3000000000025,1440.4000000000024,1441.6000000000026,0,0
674431200,1440.7000000000025,1441.4000000000024,1439.5000000000025,1440.5000000000025,0,0
674690400,1440.0000000000025,1443.0000000000025,1439.8000000000025,1442.5000000000025,0,0
674776800,1442.2000000000025,1442.6000000000026,1441.7000000000025,1442.3000000000025,0,0
674863200,1442.5000000000025,1443.3000000000025,1441.3000000000025,1441.4000000000024,0,0
674949600,1440.0000000000025,1441.0000000000025,1439.5000000000025,1440.1000000000026,0,0
675036000,1441.5000000000025,1441.8000000000025,1440.3000000000025,1441.5000000000025,0,0
675381600,1441.3000000000025,1449.8000000000025,1439.5000000000025,1448.7000000000025,0,0
675468000,1447.2000000000025,1447.8000000000025,1446.0000000000025,1446.2000000000025,0,0
675554400,1444.8000000000025,1449.9000000000024,1444.8000000000025,1448.6000000000024,0,0
675640800,1447.3000000000025,1447.6000000000024,1445.8000000000025,1446.9000000000024,0,0
675900000,1448.3000000000025,1449.5000000000025,1448.3000000000025,1448.5000000000025,0,0
675986400,1448.5000000000025,1448.7000000000025,1446.3000000000025,1447.9000000000024,0,0
676072800,1448.6000000000024,1448.8000000000025,1447.5000000000025,1448.1000000000024,0,0
676159200,1449.6000000000024,1451.8000000000025,1448.5000000000025,1450.8000000000025,0,0
676245600,1452.0000000000025,1453.8000000000025,1452.0000000000025,1452.3000000000025,0,0
676504800,1456.8000000000025,1461.3000000000025,1456.3000000000025,1459.7000000000025,0,0
676591200,1457.3000000000025,1458.2000000000025,1456.4000000000024,1456.7000000000025,0,0
676677600,1456.3000000000025,1459.1000000000024,1455.7000000000025,1455.9000000000024,0,0
676764000,1454.6000000000024,1456.3000000000025,1454.5000000000025,1455.7000000000025,0,0
676850400,1453.8000000000025,1454.8000000000025,1451.1000000000024,1452.4000000000024,0,0
677109600,1452.8000000000025,1453.7000000000025,1452.3000000000025,1453.4000000000024,0,0
677196000,1453.8000000000025,1458.0000000000025,1451.0000000000025,1453.5000000000025,0,0
677282400,1453.1000000000024,1454.1000000000024,1452.3000000000025,1453.8000000000025,0,0
677368800,1453.8000000000025,1453.8000000000025,1452.1000000000024,1453.2000000000025,0,0
677455200,1452.8000000000025,1452.8000000000025,1450.3000000000025,1450.9000000000024,0,0
677714400,1450.8000000000025,1450.8000000000025,1443.9000000000024,1447.8000000000025,0,0
677800800,1448.0000000000025,1449.6000000000024,1447.8000000000025,1449.4000000000024,0,0
677887200,1450.6000000000024,1451.9000000000024,1450.3000000000025,1450.7000000000025,0,0
677973600,1450.3000000000025,1451.3000000000025,1448.7000000000025,1450.7000000000025,0,0
678060000,1453.6000000000024,1455.3000000000025,1451.6000000000024,1452.9000000000024,0,0
678319200,1453.0000000000025,1455.0000000000025,1452.2000000000025,1452.7000000000025,0,0
678405600,1451.0000000000025,1452.2000000000025,1450.8000000000025,1452.2000000000025,0,0
678492000,1453.8000000000025,1455.2000000000025,1453.3000000000025,1454.4000000000024,0,0
678664800,1454.4000000000024,1454.4000000000024,1454.4000000000024,1454.4000000000024,0,0
678924000,1454.8000000000025,1455.4000000000024,1454.4000000000024,1454.9000000000024,0,0
679010400,1452.8000000000025,1453.9000000000024,1452.8000000000025,1453.4000000000024,0,0
679096800,1455.0000000000025,1455.8000000000025,1454.0000000000025,1454.1000000000024,0,0
679183200,1452.8000000000025,1453.1000000000024,1450.8000000000025,1451.7000000000025,0,0
679269600,1451.8000000000025,1453.0000000000025,1451.5000000000025,1452.4000000000024,0,0
679528800,1453.2000000000025,1453.8000000000025,1451.6000000000024,1453.0000000000025,0,0
679615200,1452.3000000000025,1452.9000000000024,1452.1000000000024,1452.7000000000025,0,0
679701600,1452.8000000000025,1453.7000000000025,1452.5000000000025,1453.4000000000024,0,0
679788000,1454.4000000000024,1455.9000000000024,1452.8000000000025,1453.8000000000025,0,0
679874400,1454.1000000000024,1454.5000000000025,1453.6000000000024,1454.0000000000025,0,0
680133600,1453.5000000000025,1453.9000000000024,1448.8000000000025,1450.8000000000025,0,0
680220000,1450.8000000000025,1451.6000000000024,1450.4000000000024,1451.1000000000024,0,0
680306400,1449.8000000000025,1450.2000000000025,1446.4000000000024,1447.2000000000025,0,0
680392800,1447.8000000000025,1448.4000000000024,1446.3000000000025,1447.3000000000025,0,0
680479200,1446.9000000000024,1449.6000000000024,1446.5000000000025,1449.3000000000025,0,0
680738400,1448.8000000000025,1449.1000000000024,1445.8000000000025,1446.6000000000024,0,0
680824800,1444.6000000000026,1445.5000000000025,1443.9000000000026,1445.5000000000025,0,0
680911200,1446.4000000000026,1446.7000000000025,1445.4000000000026,1446.5000000000025,0,0
680997600,1446.5000000000025,1446.5000000000025,1446.0000000000025,1446.0000000000025,0,0
681084000,1441.0000000000025,1441.0000000000025,1437.2000000000025,1437.8000000000025,0,0
681343200,1437.2000000000025,1438.4000000000026,1435.9000000000026,1438.2000000000025,0,0
681429600,1439.3000000000025,1439.3000000000025,1438.6000000000026,1438.6000000000026,0,0
681516000,1438.5000000000025,1438.5000000000025,1438.3000000000025,1438.3000000000025,0,0
681602400,1438.7000000000025,1439.4000000000026,1438.2000000000025,1438.7000000000025,0,0
681688800,1440.2000000000025,1440.2000000000025,1439.7000000000025,1439.9000000000026,0,0
681948000,1438.9000000000026,1439.0000000000025,1438.9000000000026,1439.0000000000025,0,0
682034400,1438.0000000000025,1438.0000000000025,1437.4000000000026,1437.7000000000025,0,0
682120800,1437.2000000000025,1439.0000000000025,1437.2000000000025,1439.0000000000025,0,0
682207200,1440.2000000000025,1440.2000000000025,1438.1000000000026,1438.1000000000026,0,0
682293600,1438.0000000000025,1438.9000000000026,1437.9000000000026,1438.9000000000026,0,0
682552800,1444.7000000000025,1444.7000000000025,1439.1000000000026,1439.4000000000026,0,0
682639200,1437.2000000000025,1437.2000000000025,1435.4000000000026,1436.5000000000025,0,0
682725600,1435.4000000000026,1437.5000000000025,1435.4000000000026,1437.5000000000025,0,0
